title,text,subject,date
[VIDEO] WHAT JERRY SEINFELD HAS TO SAY ABOUT OVERLY PC COLLEGE KIDS WILL MAKE THE LEFT CRAZY,"Kids Just Want To Use Words  That s racist, that s sexist.  They don t even know what they re talking about Like Chris Rock and Larry the Cable Guy, Jerry Seinfeld avoids doing shows on college campuses. And while talking with ESPN s Colin Cowherd on Thursday, the comedian revealed why: College kids today are too politically correct. I hear that all the time,  Seinfeld said on The Herd with Colin Cowherd.  I don t play colleges, but I hear a lot of people tell me,  Don t go near colleges. They re so PC. Seinfeld says teens and college-aged kids don t understand what it means to throw around certain politically-correct terms.  They just want to use these words:  That s racist;   That s sexist;   That s prejudice,  he said.  They don t know what the f k they re talking about. The funnyman went on to recount a conversation he and his wife had with their 14-year-old daughter, which he believes proved his point. My wife says to her,  Well, you know, in the next couple years, I think maybe you re going to want to be hanging around the city more on the weekends, so you can see boys,  Seinfeld recalled.  You know what my daughter says? She says,  That s sexist. https://youtu.be/zP769IdU_YECowherd pointed out the flack comedian Louis C.K. received after his controversial appearance on Saturday Night Live last month, further proving Seinfeld s point. Louis  great gift is that he doesn t worry, he just does his thing,  he said. And Seinfeld s not scared to make his point, either:  If I wanted to say something, I would say it. But for now, Seinfeld will stick to covering the topics he can feels he can make humorous, PC or not.  I talk about the subjects I talk about because for some reason I can make them funny,  he said.  The ones I can t make funny, you don t hear. Via: Entertainment Weekly",politics,"Jun 8, 2015"
 Cruz Trying To Hold Fiorina’s Hand Is More Awkward Than A Middle School Dance (VIDEO),"When Ted Cruz announced Carly Fiorina as his running mate last week, it left many, many people scratching their heads. It d be like a football team getting their finger sizes measured for Super Bowl rings after they ve already been eliminated from making the playoffs. It just didn t make any sense whatsoever. It was clearly a move to try to get media attention (which worked) and in hopes of helping him win the Republican nomination (which it won t).Add to this how awkward of a pairing Cruz and Fiorina make. They go together like orange juice and toothpaste, where the only thing left will be the bitter taste left in everyone s mouths after witnessing their desperation.If you don t believe how awkward they are together, then by all means, witness it for yourselves.Here s Cruz trying to grab Fiorina s hand in the typical politician power pose with their running mate. Or in Cruz s case, his  running mate. Carly Fiorina Gives Ted Cruz a Hand (by @VicBergerIV) (Vine by @superdeluxe) https://t.co/au7opXLkro  Vic Berger IV (@VicBergerIV) April 27, 2016Now, add that together with the fact that both are heavily disliked amongst not only liberals, but conservatives as well, including many in Washington, and you have a recipe for utter failure. Unfortunately, Cruz is gonna have to learn this lesson the hard way, because common sense and candor are not his forte.Featured image via video screen capture",News,"May 2, 2016"
" BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot","As the divisions in the nation bubble over, it seems that one person has snapped, and done the unthinkable: opened fire on a baseball practice full of Congressional Republicans in Alexandria, Virginia. Reports are steadily coming in, and it has been confirmed that House Majority Whip Steve Scalise has been shot. He is currently en route to a nearby hospital and is said to be in stable condition. There are also reports that Capitol Hill police officers and possibly Congressional aides have been injured as well. There is currently no reporting available on their condition. Reports suggest that the shooter was either taken down by Capitol Hill police or taken into custody.The really sad thing about this incident is that this practice was in preparation for a bipartisan baseball game that is supposed to promote unity between the two parties. Further, things would have been much worse if Rep. Scalise had not been there because Capitol Police would not have been present without a member of leadership in attendance.This is seriously the work of someone truly sick. No one should be killing anyone, for any reason, but certainly, this targeting of lawmakers at a baseball practice that was designed to help the nation take a break from ugly partisan politics is truly beyond the pale. Political violence is never acceptable, period.If this isn t proof that we really need to turn down the temperature when it comes to the rhetoric and divisions in this nation posthaste, I don t know what is.This is a developing story. Stay tuned to Addicting Info for continued updates.Here is the live feed monitoring this tragedy, via CNN:Featured image via Alex Wong/Getty Images",News,"June 14, 2017"
ANTI-GUN Zealot KATIE COURIC Hit With $12 MILLION Defamation Lawsuit By 2nd Amendment Group [VIDEO]," Little Miss Sunshine  has fooled a lot of people over the years into believing her she was just some innocuous, peppy little host with everyone s best intentions as her primary concern. Unfortunately, Katie Couric may have just ironically  shot herself in the foot  when she and her director Stephanie Soechtig edited their anti-gun documentary Under the Gun in order to make a gun rights group in Virginia look as if they couldn t answer a simple question.Here s Rush Limbaugh explaining how Katie Couric deceived her viewers with her anti-gun  documentary : They re now facing a $12 million defamation lawsuit, according to documents provided to Bearing Arms.Second Amendment rights advocacy organization the Virginia Citizens Defense League (VCDL), along with two of its members, today filed a $12 million defamation lawsuit against Katie Couric, director Stephanie Soechtig, Atlas Films, and Studio 3 Partners LLC d/b/a Epix for false and defamatory footage featured in the 2016 documentary film Under the Gun. The film portrays a fictional exchange in which members of the VCDL appear silent, stumped, and avoiding eye contact for nearly nine seconds after Katie Couric asks a question about background checks. An unedited audio recording of the interview reveals that contrary to the portrayal in the film the VCDL members had immediately begun responding to Couric s question.In the filing, the VCDL, Daniel L. Hawes, Esq., and Patricia Webb allege that the filmmakers knowingly and maliciously manufactured the fictional exchange by splicing in footage that the filmmakers took surreptitiously after telling the interviewees to be silent for ten seconds so that recording equipment could be calibrated. The filing also contains side-by-side screenshots of the film s footage of the VCDL members and anti-gun advocates, alleging that the filmmakers manipulated lighting to cast shadows on the VCDL members and to make them appear sinister and untrustworthy.  We were horrified to see how Couric and her team manipulated us and the video footage to make us look like fools who didn t stand up for the Second Amendment,  said Mr. Philip Van Cleave, President of the VCDL.  We want to set the record straight and hold them accountable for what they ve done. You shouldn t intentionally misrepresent someone s views just because you disagree with them. The lawsuit, filed in federal court (United States District Court for the Eastern District of Virginia  Richmond Division), seeks $12 million in compensatory damages, plus punitive damages. The VCDL, Mr. Hawes, and Ms. Webb are represented by Tom Clare, Libby Locke, and Megan Meier of Clare Locke LLP, a boutique law firm specializing in defamation litigation. The fraud committed by Couric and Soechtig should be a career ender for both women, who have been unashamed of their behavior.What is not yet known is if Couric, Soetchtig, and one of their producers will face federal gun crimes criminal charges for obvious felonies they committed in Arizona while making the anti-gun film. Soechtig has now twice confessed (on video and in writing) to committing federal felony crimes that should lead to criminal charges against at least her and the Colorado producer (believed to be Kanau), along with any other Under the Gun staff/producers who took part in the conspiracy to make these clearly illegal interstate sales.ATF Phoenix Special Agent in Charge (SAC) Thomas Atteberry and Assistant Special Agent in Charge (ASAC) Mickey D. Leadingham have little recourse other than to start an investigation into the confessed crimes.You can read the defamation case against Couric here (PDF).Among other things, the complaint alleges that,  The Defendants manipulated the footage in service of an agenda: they wanted to establish that there is no basis for opposing universal background checks by fooling viewers into believing that even a panel of pro-Second Amendment advocates could not provide one. The Defendants intentionally disregarded the truth of the actual exchange that had taken place and took at least six intentional steps to manufacture a fictional exchange to support their agenda. In addition to editing footage of VCDL members, the suit alleges that Soechtig s film crew used lighting tricks to make VCDL members look shadowed and sinister, while favoring gun control supporters with much more flattering lighting.For entire story: Bearing ArmsHere is a clip showing how Katie Couric edited  Under the Gun  to make gun owners look like they don t have an answer to what she has framed as an  unanswerable  question: ",left-news,"Sep 13, 2016"
" WATCH: Morning Joe Host Tells Kellyanne Conway To Go F*ck Herself, BANS Her From Show","Kellyanne Conway is definitely going to whine about this.CNN may have reversed their ban on Kellyanne Conway, but if Mika Brzezinski has her way, she won t ever be able to spread her lies on Morning Joe again.In the latest backlash against Donald Trump, the Morning Joe host declared that Kellyanne Conway will not be booked on the MSNBC program ever again because or her constant lies in defense of her tyrannical boss. I know for a fact she tries to book herself on this show,  Brzezinski said on the air.  I won t do it. I don t believe in fake news or information that is not true. That is   every time I ve ever seen her on television something is askew, off, or incorrect. Indeed, Kellyanne Conway lies so much on every media outlet she appears on it s a wonder her nose hasn t grown like Pinocchio s.Ever since she joined Trump s campaign she has been whining about how the media covers Trump and has insisted that her lies are the truth. Fact-checkers have had to work overtime to make sure the American people know that she is lying.Joe Scarborough opined that Conway lies because she isn t as close with Trump as shes says she is. She s just saying things just to get in front of the TV to prove her relevance because behind the scenes she s not in these meetings and any reporter can ask anybody in that White House and they will say the same thing. She s not in these meetings. So why does the president allow her to keep going out and spreading false information? Apparently, Trump is hoping that if Kellyanne Conway keeping repeating the lies that Americans will accept them as the truth.But Mika Brzezinski refuses to take part in that effort, so she made it very clear that Conway will not be invited on to Morning Joe as long as she is hosting. Kellyanne Conway does not need to text our show, as long as I m on it,  Brzezinski said.  It s not happening here. Here s the video via YouTube.Conway has been an embarrassment since day one. Her most recent embarrassments include peddling Ivanka Trump s product line in violation of federal ethics rules and making up a terrorist attack in Bowling Green, Kentucky in defense of Trump s travel ban. Beyond that, she fumbles so much that we ve lost count.The media should ban Conway from appearing on all shows across the board. All she does is spread propaganda and false information, and if Scarborough is right that she really doesn t know what s going on inside the White House then she shouldn t be considered a source worthy of interviewing.Featured image via screenshot",News,"February 15, 2017"
BREAKING: MYSTERIOUS METAL OBJECT Flings Out Of Hillary’s Pant Leg During Apparent Convulsion Or Seizure [Video], ,politics,"Sep 11, 2016"
KARMA! BIRTHDAY BOY BILL CLINTON HECKLED BY KIDS ON THE GOLF COURSE,"SO YOUR HUSBAND TURNS 69 If he s Bill Clinton he gets heckled by a bunch of kids on the golf course and your spouse doesn t show for the celebration. KARMABill Clinton was heckled by kids for taking too long between shots at his golf-filled 69th birthday.The ex-president, who has started his two-week vacation in the Hamptons without wife Hillary, who s on the campaign trail, sported neon pink sneakers and a matching hat at Montauk Downs State Park golf course Tuesday. He also played a round of mini-golf at Puff  n  Putt with his niece and nephew, who looked around 8 and 10.Although they had  a lot of Secret Service  in tow, Clinton took the time to talk to a vet and his children, ages 4, 9 and 11. But  One of the little kids didn t know who Clinton was and got impatient with his chat, saying,  Come on, it s your turn.  He played two holes with them and took photos. Via: NYP69TH BIRTHDAY ATTENDED BY EVERYONE BUT HILLARYBill Clinton celebrated his 69th birthday in East Hampton Tuesday. The former president hit beachy Mexican joint Blue Parrot with 10 guests, including rocker Jon Bon Jovi, and other friends, who were seated at a long table among other diners. While Hillary was busy campaigning and daughter Chelsea is in Sardinia, Italy, with husband Marc Mezvinsky, spies say  extended family  attended the bash. Clinton, who ended his diet of McDonald s and proclaimed himself a vegan a few years ago, stuck to healthier  salads and vegetables,  says a spy.  It looked like a cozy, happy night.  Bon Jovi is an investor in the restaurant, along with Ren e Zellweger, Larry Gagosian and Ronald Perelman.",politics,"Aug 21, 2015"
" Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)","During Donald Trump s meltdown during his rally in Phoenix Tuesday evening, he threatened to shut down the government unless Congress funds his border wall. The former reality show star launched a rant which was so insane that people are starting to question whether he s fit to hold office. We re pretty sure that House Speaker Paul Ryan is wondering that, too, after Trump s screamy-ragey speech.On Wednesday, House Speaker Paul Ryan (R-WI) said he doesn t  think a government shutdown is necessary,  however, we ve noticed that when the Republican leader says something in stark contrast to Trump s rhetoric, he never says it to his face. Like, for example, when he tweeted his denouncement of the Nazis who marched in Trump s name in Charlottesville, Virginia, with one of them murdering Heather Heyer, 32, and injuring 19 others, he failed to tag @RealDonaldTrump.But anyway, Ryan said during a press conference in Hillsboro, Oregon,  I don t think a government shutdown is necessary, and I don t think most people want to see a government shutdown, ourselves included. Ryan continued to say that  Congress in the House has already done its work on this issue  and left it up to the Senate. Given the time of year it is, and the rest of the appropriations we have to do, we re going to need more time to complete our appropriations process, particularly in the Senate,  he said.Talking Points Memo reports:Trump on Tuesday night suggested he would push to tie funding for his proposed border wall to a government spending bill Congress must pass in the fall to avert a shutdown. I don t think anyone s interested in having a shutdown. I don t think it s in our interest to do so,  Ryan added.  I don t think you have to choose between the two. Watch:.@SpeakerRyan: ""I don't think a government shut down is necessary, and I don't think most people want to see"" one. https://t.co/9ZBdrCglu6 pic.twitter.com/ClqY5NAABp  This Week (@ThisWeekABC) August 23, 2017Perhaps Ryan should have  a sit down with Trump and explain to him what happens during a government shutdown. On the other hand, Trump doesn t seem to care about very much. Ryan is trying to distance himself from the very president he supports. He s playing it safe, knowing full well that Trump won t last much longer in office. Ryan wants to come out of the madness with his hands clean so he can say,  Hey, I called Trump out  without actually calling him out. That said, he s going to have a battle on his hands to keep the government open and it looks like he s ready for that. We re certain several of his Republican colleagues would back him up on that.Image via screen capture. ",News,"August 23, 2017"
DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity,"How dirty is this? The powers-that-be at the intelligence agencies didn t follow the proper channels before opening up spying on the Trump campaign! They needed proof that the Trump dossier is authentic but never received that proof. They moved forward with the spying anyway! What dirty rats these Democrats are!FBI and Justice Department officials have told congressional investigators in recent days that they have not been able to verify or corroborate the substantive allegations of collusion between Russia and the Trump campaign outlined in the Trump dossier.The FBI received the first installment of the dossier in July 2016. It received later installments as they were written at the height of the presidential campaign, which means the bureau has had more than a year to investigate the allegations in the document.The dossier was financed by the Hillary Clinton campaign and compiled by former British spy Christopher Steele.An August 24, 2017 subpoena from the House Intelligence Committee to the FBI and Justice Department asked for information on the bureau s efforts to validate the dossier. Specifically, the subpoena demanded  any documents, if they exist, that memorialize DOJ and/or FBI efforts to corroborate, validate, or evaluate information provided by Mr. Steele and/or sub-sources and/or contained in the  Trump Dossier. According to sources familiar with the matter, neither the FBI nor the Justice Department has provided documents in response to that part of the committee s subpoena. But in face-to-face briefings with congressional staff, according to those sources, FBI and DOJ officials have said they cannot verify the dossier s charges of a conspiracy between the Russian government and the Trump campaign.Read more: WE",politics,"Nov 20, 2017"
 Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO),"Sometimes you ve got to laugh   especially if you re the Democratic nominee, who is currently facing down a level of unbridled hatred that rivals all previous presidential candidates with the exception of Barack Obama. Recently, Hillary contracted pneumonia   or, if you listen to our friends on the Right, she s on her deathbed and completely unfit to serve as President because reasons. The downright comical reaction to this, coupled with the numerous right-wing anti-Hillary witch hunts like Benghazi and the manufactured controversy over her emails, is enough to give one a chuckle   but it s even more fun when one of the ignoramuses who subscribe to such ridiculous notions stops by one of her rallies to tell the Democratic nominee how he really feels about her.As Hillary spoke to a crowd in Greensboro, North Carolina, a heckler screamed: F*ck Hillary. Hillary s reaction was priceless. As the crowd cheered for her and  Hillary  chants broke out, a grin formed on the face of the former Secretary of State, quickly turning into a chuckle then a full-blown laugh. Now, I just want to have a conversation and other people can wave their arms and their signs,  she said after the moment passed, going back into her speech like nothing happened as the heckler was escorted out.Interestingly, she didn t order her supporters to attack the man. She didn t lash out, she didn t insult him. She respected his right to display a dissenting opinion. This is something you would never see at a Trump rally, where the 2016 nominee s  basket of deplorables  regularly beat protesters   especially the elderly and minorities   senseless for expressing themselves.Vote for the candidate who can keep her cool in November   the future of our nation depends on it.Watch the incident below: Featured image via screen capture",News,"September 15, 2016"
DELUSIONAL HILLARY Calls Her Email Scandal The “Biggest Nothing-Burger Ever”…”They covered It Like It Was Pearl Harbor” [Video],"Hillary Clinton continues on the path to complete and total denial. #CODECON 2017 included a blah, blah, blah session by Clinton. She spews ridiculous victimhood it s embarrassing!  Nobody said don t do this https://www.youtube.com/watch?v=9_nKOL4h0iUThis woman needs to go off into the woods for another walk. ",politics,"May 31, 2017"
PUTIN ACCUSES U.S. Of Leaking Flight Path Of Russian Plane Shot Down By Turkey…Turkey Buying ISIS Oil,"Countdown until Obama is OUT OF OFFICE: 347 days 8 hours 29 minutes 30 secondsPresident Vladimir Putin said on Thursday that Russia had given prior information to the United States of the flight path of the plane downed by Turkey on the Syrian border. The American side, which leads the coalition that Turkey belongs to, knew about the location and time of our planes  flights, and we were hit exactly there and at that time,  Putin said at a joint press conference with French counterpart Francois Hollande in the Kremlin. Putin said the Russians had given prior information to the U.S. of the flight path of the plane   but the U.S. had  leaked  the information to Turkey.Ahead of the Hollande talks, Putin and Turkish President Recep Tayyip Erdogan traded barbs, with the Russian leader saying he was waiting for an apology and Erdogan ruling out any such move.President Recep Tayyip Erdogan says Turkey s right to protect its borders must be respected, after the military shot down a Russian plane on the Syrian border for allegedly violating its airspace.Putin on Thursday dismissed as  rubbish  Turkey s claim that it would not have shot down the jet if it had known it was Russian. They [our planes] have identification signs and these are well visible,  Putin said.  Instead of [ ] ensuring this never happens again, we are hearing unintelligible explanations and statements that there is nothing to apologise about. Putin has also accused Turkey of buying oil from the Islamic State jihadist group, whose financing heavily relies on the sale of energy resources.Putin said there was  no doubt  that oil from  terrorist-controlled  territory in Syria was making its way across the border into Turkey. We see from the sky where these vehicles [carrying oil] are going,  Putin said.  They are going to Turkey day and night. These barrels are not only carrying oil but also the blood of our citizens because with this money terrorists buy weapons and ammunition and then organise bloody attacks,  he added.Via: Yahoo",Government News,"Nov 27, 2015"
POWERFUL! FORMERLY OPPRESSED EX- MUSLIM WARNS Ignorant Americans About Danger Of “Welcoming The People I Fled From” [VIDEO],"A former Muslim and Donald Trump supporter who fled Islam-controlled Kuwait years ago has a warning for Americans this election cycle.Sarah, an ex-Muslim who bravely denounced Islam at a Milo Yiannopoulos speech, said she would absolutely hate it if America started to embrace Islamic culture, the exact culture which led her to flee her native country.She suggested that if American women want to support this oppressive lifestyle, they should go there to experience it. In a nutshell, she s saying,  don t bring it here she came here to escape the intolerance and submissive lifestyle. They [western feminists]show me they really don t care about me by welcoming my attackers into the place that I now call home.' ***Language warning*** I found home in America and I would really hate it if the values that made me find America as my home would be destroyed, so I m with the Trump campaign, I m with the Republican campaign. Keep people out of America that would change America for what we love it for and Milo is just another part of that which is why I support him,  Sarah said.Sarah said she fled Kuwait after her  very Muslim husband  told her that getting a college degree would do nothing for her because she is a woman. If you want to learn about something, go and learn about it,  Sarah said of Americans who are embracing Islam.  You re more than welcome. Become a hostage in Saudi Arabia. Maybe that ll teach you something.  Via: American Lookout ",politics,"Oct 4, 2016"
" Christie Goes Ballistic On Cruz For ‘Awful, Selfish Speech’","Chris Christie went ballistic on Ted Cruz Wednesday night following the Texas senator s failure to endorse Donald Trump during his speech at the Republican National Convention. It was an awful, selfish speech by someone who tonight, through the words he said on that stage, showed everybody why he has richly earned the reputation that he has on Capitol Hill,  Christie declared angrily.The New Jersey governor wasn t the only one who was less than pleased with Cruz and his refusal to endorse Trump, who has now officially secured the Republican nomination. During Cruz s speech, the crowd chanted  Endorse Trump, Endorse Trump!  and then erupted in a chorus of boos when that endorsement never came. If you love our country and love your children as much as I know that you do, stand and speak and vote your conscience,  Cruz said during his prime-time speech at the RNC on Wednesday night.  Vote for candidates up and down the ticket who you trust to defend our freedom and to be faithful to the Constitution. Christie slammed Cruz for his dramatic words: I don t understand how someone can present themselves as a person of integrity and then come into this room tonight and give that cute speech. And that was cute. Speaking with CNN, Christie said spoke of the crowds reaction to Cruz s steadfast refusal to throw his support behind Trump. The crowd was waiting for him to do the right thing,  the governor said of Cruz.  I think the performance you saw there is why Ted has so richly deserved the reputation he s developed. Cruz isn t the only former Republican presidential hopeful that has chosen not to endorse Trump, even though they signed the pledge saying they would support whoever ended up winning the nomination. Jeb Bush, Carly Fiorina, and John Kasich have also refused to back The Donald. But Christie pointed out that they are not in the room tonight. The fact is: He came into this room today and then did not keep his word,  the New Jersey governor said.Watch Christi s interview with CNN here:[youtube https://www.youtube.com/watch?v=giZGaFjxb8g]Featured image via Alex Wong/Getty Images",News,"July 21, 2016"
 Sarah Palin: My Husband Nearly Dying Made Me Realize How Important It Was To Elect Trump (VIDEO),"Just as Sarah Palin was set to deliver another pro-Trump stump speech, the one-time Republican vice presidential candidate learned that her husband, Todd, had been involved in a serious snowmobile accident in Alaska and was in bad condition in the Intensive Care Unit. She cancelled one event, but didn t go home. Instead, she returned to the campaign trail that same day and delivered one of the most pathetic endorsements of Trump yet. She even found a way to exploit her husband. it was painful to watch.It almost makes you feel bad for Todd Palin. Lying in his hospital bed, watching his wife use his moment of need to promote the guy she thinks will keep her relevant.Never one to let a family crisis go to waste (remember when she managed to turn her son s brutal beating of his girlfriend into a critique of Obama?), Palin told the gathered Trump crowd that the experience of learning her husband almost died made her immediately realize how important her time was   and that she needed to spend it getting Trump elected.The audience went wild.Incoming word salad (recorded verbatim): Yeah, good to be here. Thawed out and little Alaskas. Literally  thawed out. Just before I got on a flight to get out here, he s out ice fishing on our frozen lake and my husband s out snow machinin  and thank you guys for your prayers for my husband who is recovering right now in ICUS after a little wreck on a snow machine. So thank you. Big wreck. Thank you. But, you know, when real life happens, right? When someone is sick in your family, there s an accident that happens, all these challenges, these struggles in your business, in your family, with your finances, tryin  to get your kids to be able to afford to go to college, all these real life issues that happen, it really puts things into perspective, doesn t it? And doesn t it make you so appreciate your time   time is our most valuable resource. It makes me appreciate the time that we have to spend in doing something so worthy. And that s to get Donald J. Trump elected president.When Palin learns her husband is badly injured, she takes the experience to appreciate how important it is for her to shill for Donald Trump. That really does put things into perspective, doesn t it? Palin: Todd s Accident Made Me Appreciate the  by tommyxtopherFeatured image via Fox10 screengrab",News,"March 14, 2016"
STEVE JOBS’ WIDOW ANNOUNCES SUPPORT FOR “Revolutionary” HILLARY On Same Day Hillary’s Busted For Faking This…,"You d think she d know a thing or two about email servers and at a minimum, question Hillary s integrity Apple founder Steve Jobs  widow Laurene has told of her admiration for Democratic White House front-runner Hillary Clinton.Ms Jobs, 51, called former First Lady Hillary a  revolutionary  woman, and added that it s not just because she s a woman   but  the type of woman she is .Speaking to Time 100, Ms Jobs said:  Hillary Clinton is not familiar. She is revolutionary. Not radical, but revolutionary: The distinction is crucial. She is one of America s greatest modern creations. Her decades in our public life must not blind us to the fact that she represents new realities and possibilities. Indeed, those same decades have conferred upon her what newness usually lacks: judgment, and even wisdom. Oops wrong picture! It matters, of course, that Hillary is a woman. But what matters more is what kind of woman she is. Mrs Clinton announced her intention to seek the Democratic nomination on Sunday   and set upon the campaign trail with a trip to meet  ordinary  voters in Iowa.But she was blasted for her  staged  visit on Tuesday morning to a coffee shop in LeClaire, Iowa.Austin Bird, one of the men pictured sitting at the table with Mrs Clinton, claimed the whole event was orchestrated  from beginning to end .Bird told Daily Mail Online that campaign staffer Troy Price called and asked him and two other young people to meet him Tuesday morning at a restaurant in Davenport, a nearby city. Price then drove them to the coffee house to meet Clinton after vetting them for about a half-hour.The three got the lion s share of Mrs. Clinton s time and participated in what breathless news reports described as a  roundtable  the first of many in her brief Iowa campaign swing. Bird himself is a frequent participant in Iowa Democratic Party events. He interned with President Obama s 2012 presidential re-election campaign, and was tapped to chauffeur Vice President Joe Biden in October 2014 when he visited Davenport. What happened is, we were just asked to be there by Troy,  Bird said Wednesday in a phone interview. We were asked to come to a meeting with Troy, the three of us, at the Village Inn. The other two, he confirmed, were University of Iowa College Democrats president Carter Bell and Planned Parenthood of the Heartland employee Sara Sedlacek. It was supposed to be a strategy meeting,  Bird recalled,  to get our thoughts about issues. But then all of a sudden he says,  Hey, we have Secretary Clinton coming in, would you like to go meet her? And then we got in a car   Troy s car   and we went up to the coffee house, and we sat at a table and then Hillary just came up and talked with us. Bird said  we all were called. I mean, Troy asked us all to do   to go to a meeting with him. And we didn t really know what it was about. I mean, he did. He knew. Via: UK Daily Mail",politics,"Apr 16, 2015"
 Dem Challenger To Paul Ryan Has Raised A Massive Amount Of Money In The Last 24 hours,"Randy Bryce, known as @IronStache on Twitter, launched a campaign to oust Paul Ryan from Wisconsin s 1st District. Bryce is a union ironworker who has been campaigning for all of one day, and he s already raised $100,000. That is a lot for a new face who s a Democrat living in Republican-land and running in a district that s gone to Paul Ryan every two years since 1999.Bryce isn t just a union ironworker in Republican-land, Wisconsin, though. He s an Army veteran who enlisted right after high school, and then worked his way up to being an ironworker through apprenticeship. His mother suffers from multiple sclerosis, his father is in an assisted living facility, and Randy himself is a cancer survivor. He s campaigning primarily on healthcare right now, and he says on his website: What Paul Ryan and the Republicans are doing to take health care away from millions of us, to make it cost more and cover less, and to allow the protections we ve gained to be stripped away   it s just unacceptable. Bryce has an uphill battle to fight. Ryan is very well-connected both in the 1st District and across America. However, Bryce will work to tie Ryan to Donald Trump as much as possible, working off Democrats  hopes that the Trump effect will help flip Congress next year.But it may not be that terrible a climg. Paul Ryan is already wildly unpopular around the country, with an approval rating below 30 percent. That could very well pull down his popularity in his own district. He s also starting to get a reputation for making every excuse in the book for Trump. Regarding obstruction of justice, Ryan lamely claimed that Trump is new and doesn t know what s appropriate and what s not when it comes to interacting with various agency heads, particularly those in the law enforcement and intelligence communities. Ryan gave him a pass as though he s a little child navigating his way through the world for the first time.He s also confident that Trump will approve of the massively unpopular GOP healthcare bill whatever form that ends up taking and once again blasted the ACA while claiming that their bill is ever so much better.Ryan is almost inextricably linked to Trump right now, and as Trump s base shrinks, so will Ryan s. What Bryce is doing and clearly, what many are hoping he can do is taking advantage of the possibility that a hole will open up in the 1st District because of Trump.Featured image via Win McNamee/Getty Images",News,"June 21, 2017"
 ‘Drain The Swamp’ Trump Is Now Doing White House Ads For Corporate America (VIDEO),"A White House press release which congratulated Exxon Mobil Corp. for its recent investment in U.S. manufacturing appears to be copied from a paragraph from the oil company s own release, CNN s Jake Tapper reported Monday. It s straight up plagiarism, word for word. That draining the swamp of  special interests,  Washington insiders, and lobbyists isn t working out too well, is it?White House press release plagiarizes paragraph from Exxon press release. pic.twitter.com/hHEKVWUsDn  Jake Tapper (@jaketapper) March 6, 2017Both releases read,  ExxonMobil is strategically investing in new refining and chemical-manufacturing projects in the U.S. Gulf Coast region to expand its manufacturing and export capacity. The company s Growing the Gulf expansion program, consists of 11 major chemical, refining, lubricant and liquefied natural gas projects at proposed new and existing facilities along the Texas and Louisiana coasts. Investments began in 2013 and are expected to continue through at least 2022. But it gets worse. Trump pretty much just gave a shout out to Exxon Mobil Corp. in an ad released on Twitter to his 26.1 million followers.There is an incredible spirit of optimism sweeping the country right now we're bringing back the JOBS! pic.twitter.com/BNSLvKiEVj  Donald J. Trump (@realDonaldTrump) March 6, 2017After campaigning on  Drain the Swamp  as his tagline, Trump filled his cabinet up with terrifying swamp creatures such as secretary of state Rex Tillerson who previously served as the CEO of Exxon Mobil from 2006 to 2016. Tillerson had to leave his position with the company in order to go through the Senate confirmation process for the post.During his confirmation hearing, Tillerson said,  I have never lobbied against [Russian] sanctions personally,  Tillerson said.  To my knowledge, Exxon never directly lobbied against sanctions.  That s not true, though.Trump campaigned on working for the middle class, those who possibly felt forgotten and shifted toward the back burner. Instead, he wants to lower tax rates on the wealthiest, eradicate Obamacare, rape the environment, ban Muslims from entering our borders (you can put pretty words on an executive order but it is what it is), and he s making a huge profit from his alleged presidency. Trump is in this for Trump and no one else. He d kick a puppy in the face if he and/or his billionaire buddies could profit from it.Image via screen capture. ",News,"March 6, 2017"
BOOM! TOMI LAHREN’S Top Tips For Liberals In 2017 [VIDEO], ,politics,"Dec 31, 2016"
